job_title,salary_usd,experience_level,employment_type,company_location,remote_ratio,required_skills,education_required,years_experience,industry,company_size,posting_date,year,company_name
AI Product Manager,95648,Mid,Contract,Ireland,Hybrid,"Linux, Python, Java, Spark",Bachelor,4,Energy,Mid(50-250),04-10-2024,2024,Digital Transformation LLC
AI Research Scientist,359202,Executive,Contract,Switzerland,No remote,"Python, MLOps, Computer Vision",Associate,13,Finance,Mid(50-250),26-01-2025,2025,DataVision Ltd
Head of AI,76073,Mid,Freelance,United Kingdom,Hybrid,"Python, Git, TensorFlow, MLOps",Master,2,Technology,Small(<50),17-09-2024,2024,Advanced Robotics
NLP Engineer,49705,Entry,Full-time,Finland,Hybrid,"Spark, Tableau, Azure, GCP",Bachelor,0,Telecommunications,Mid(50-250),25-07-2024,2024,DataVision Ltd
AI Consultant,98961,Mid,Freelance,Netherlands,Fully remote,"R, PyTorch, Docker, Linux",Master,4,Technology,Small(<50),16-01-2025,2025,Cloud AI Solutions
Data Scientist,73832,Entry,Freelance,United States,No remote,"NLP, Spark, Deep Learning, MLOps",PhD,0,Healthcare,Mid(50-250),28-04-2025,2025,Cloud AI Solutions
NLP Engineer,209012,Executive,Freelance,Sweden,No remote,"Python, Kubernetes, Spark",Bachelor,16,Government,Mid(50-250),04-10-2024,2024,DataVision Ltd
AI Research Scientist,114933,Mid,Contract,Japan,No remote,"Kubernetes, Git, SQL",Associate,3,Automotive,Mid(50-250),18-03-2024,2024,Digital Transformation LLC
Data Analyst,127420,Mid,Freelance,Switzerland,No remote,"Docker, Python, TensorFlow",PhD,3,Consulting,Mid(50-250),30-04-2024,2024,Smart Analytics
Machine Learning Engineer,144510,Senior,Part-time,France,Hybrid,"Computer Vision, Hadoop, Mathematics",Master,5,Retail,Large(>250),05-02-2025,2025,Digital Transformation LLC
Autonomous Systems Engineer,99445,Senior,Full-time,Australia,Hybrid,"MLOps, Tableau, SQL, Data Visualization, R",PhD,9,Consulting,Small(<50),30-08-2024,2024,Autonomous Tech
AI Research Scientist,101862,Mid,Full-time,Netherlands,Hybrid,"Deep Learning, PyTorch, TensorFlow, GCP",Bachelor,4,Automotive,Large(>250),04-09-2024,2024,Future Systems
Computer Vision Engineer,54758,Entry,Contract,Israel,No remote,"TensorFlow, SQL, MLOps, GCP",Bachelor,0,Transportation,Small(<50),08-12-2024,2024,Neural Networks Co
Robotics Engineer,93957,Mid,Part-time,Netherlands,Hybrid,"GCP, SQL, Azure",PhD,4,Energy,Small(<50),03-11-2024,2024,Quantum Computing Inc
Machine Learning Researcher,184257,Executive,Part-time,Austria,No remote,"SQL, Docker, Data Visualization",Associate,17,Telecommunications,Large(>250),08-02-2025,2025,Cognitive Computing
Head of AI,65196,Mid,Part-time,France,Hybrid,"SQL, TensorFlow, Data Visualization, Linux",PhD,2,Government,Small(<50),16-09-2024,2024,Future Systems
Data Analyst,121164,Executive,Freelance,South Korea,Hybrid,"GCP, Git, Deep Learning, Docker",Bachelor,12,Education,Small(<50),09-05-2024,2024,Machine Intelligence Group
Machine Learning Engineer,93873,Senior,Part-time,Australia,Hybrid,"Mathematics, Data Visualization, Tableau, Linux, Hadoop",Bachelor,7,Retail,Small(<50),04-06-2024,2024,Digital Transformation LLC
Computer Vision Engineer,148307,Mid,Freelance,Denmark,Hybrid,"Java, Computer Vision, Python, Tableau, Data Visualization",PhD,3,Healthcare,Large(>250),08-10-2024,2024,AI Innovations
AI Specialist,145377,Executive,Part-time,United Kingdom,Fully remote,"Git, Deep Learning, Data Visualization",PhD,10,Technology,Small(<50),08-03-2024,2024,DataVision Ltd
Autonomous Systems Engineer,42525,Entry,Part-time,South Korea,Hybrid,"SQL, Deep Learning, Java, Python",Associate,1,Finance,Mid(50-250),26-10-2024,2024,Cognitive Computing
AI Software Engineer,282434,Executive,Contract,Denmark,Fully remote,"Azure, Java, MLOps, SQL, R",PhD,18,Telecommunications,Small(<50),07-06-2024,2024,DeepTech Ventures
AI Research Scientist,209133,Executive,Full-time,Norway,Hybrid,"Scala, Git, Computer Vision, Spark",Associate,15,Energy,Large(>250),01-01-2024,2024,Cognitive Computing
Principal Data Scientist,250333,Executive,Full-time,United Kingdom,No remote,"Linux, Statistics, PyTorch, Mathematics, Tableau",Bachelor,18,Healthcare,Large(>250),23-01-2024,2024,Predictive Systems
Research Scientist,174979,Executive,Freelance,Norway,Fully remote,"Deep Learning, AWS, Computer Vision, Scala",Bachelor,18,Technology,Small(<50),16-03-2024,2024,Smart Analytics
Data Scientist,101837,Senior,Contract,Sweden,Fully remote,"Azure, Scala, PyTorch",Bachelor,6,Government,Small(<50),03-10-2024,2024,Quantum Computing Inc
Machine Learning Researcher,109223,Senior,Full-time,Finland,Fully remote,"TensorFlow, Azure, Mathematics, Kubernetes, AWS",Bachelor,5,Gaming,Mid(50-250),28-07-2024,2024,Algorithmic Solutions
Machine Learning Researcher,160180,Senior,Contract,Norway,Hybrid,"Linux, Scala, Mathematics, Kubernetes, Tableau",PhD,8,Real Estate,Small(<50),06-11-2024,2024,Autonomous Tech
Principal Data Scientist,52809,Entry,Part-time,South Korea,No remote,"Tableau, PyTorch, Git",Bachelor,1,Retail,Large(>250),04-05-2024,2024,Autonomous Tech
Computer Vision Engineer,218360,Executive,Full-time,Norway,No remote,"Kubernetes, R, AWS, Mathematics, Statistics",Bachelor,12,Healthcare,Mid(50-250),06-04-2025,2025,Digital Transformation LLC
AI Consultant,99844,Mid,Full-time,Austria,No remote,"Hadoop, TensorFlow, Java, GCP, Docker",Bachelor,2,Retail,Large(>250),28-07-2024,2024,Algorithmic Solutions
AI Research Scientist,191537,Executive,Freelance,Singapore,No remote,"Data Visualization, Hadoop, Computer Vision",Associate,12,Finance,Large(>250),25-03-2024,2024,Algorithmic Solutions
Machine Learning Researcher,225775,Executive,Contract,Israel,No remote,"Python, Java, Hadoop, GCP, NLP",Bachelor,14,Finance,Mid(50-250),13-05-2024,2024,AI Innovations
Data Scientist,83618,Entry,Freelance,Finland,No remote,"TensorFlow, Python, Hadoop, Tableau",Master,0,Automotive,Large(>250),14-11-2024,2024,Neural Networks Co
ML Ops Engineer,167785,Executive,Full-time,Germany,Fully remote,"Git, Deep Learning, Azure",Master,14,Manufacturing,Small(<50),30-09-2024,2024,Machine Intelligence Group
AI Research Scientist,25456,Entry,Contract,India,No remote,"AWS, Mathematics, Python",Bachelor,0,Government,Small(<50),05-10-2024,2024,Neural Networks Co
Data Analyst,109322,Senior,Contract,South Korea,Hybrid,"Python, SQL, TensorFlow, AWS, Java",PhD,6,Gaming,Large(>250),05-03-2024,2024,TechCorp Inc
AI Architect,100260,Senior,Freelance,Finland,Hybrid,"PyTorch, Hadoop, Docker, Computer Vision",PhD,9,Manufacturing,Mid(50-250),07-09-2024,2024,Smart Analytics
Data Analyst,111999,Senior,Part-time,Israel,Hybrid,"PyTorch, Python, Java, NLP, Hadoop",PhD,5,Automotive,Mid(50-250),02-03-2025,2025,AI Innovations
Robotics Engineer,70798,Entry,Full-time,Japan,Fully remote,"Tableau, TensorFlow, Python",PhD,1,Finance,Mid(50-250),17-12-2024,2024,DataVision Ltd
Robotics Engineer,75569,Mid,Part-time,Australia,Hybrid,"AWS, PyTorch, SQL",Bachelor,4,Gaming,Small(<50),15-03-2025,2025,Neural Networks Co
Autonomous Systems Engineer,173910,Executive,Part-time,Israel,No remote,"TensorFlow, Deep Learning, Azure",Master,10,Healthcare,Large(>250),18-01-2025,2025,Smart Analytics
AI Software Engineer,234620,Executive,Part-time,United States,Hybrid,"Data Visualization, Git, GCP",Master,11,Consulting,Mid(50-250),19-03-2024,2024,TechCorp Inc
Data Scientist,54313,Entry,Freelance,Netherlands,Hybrid,"Azure, R, Scala, SQL, Git",Associate,1,Transportation,Small(<50),04-04-2024,2024,Predictive Systems
Machine Learning Engineer,223033,Executive,Freelance,United Kingdom,Hybrid,"Java, Computer Vision, SQL",Bachelor,14,Telecommunications,Small(<50),05-05-2024,2024,Autonomous Tech
ML Ops Engineer,235007,Executive,Full-time,South Korea,No remote,"SQL, Kubernetes, NLP",Master,16,Healthcare,Large(>250),22-10-2024,2024,TechCorp Inc
AI Specialist,68349,Entry,Part-time,Netherlands,Fully remote,"Docker, NLP, Data Visualization, Linux",Master,0,Finance,Small(<50),19-04-2025,2025,Future Systems
AI Consultant,88924,Mid,Contract,Israel,Fully remote,"SQL, PyTorch, Deep Learning, Azure, AWS",Master,4,Real Estate,Large(>250),23-03-2024,2024,Predictive Systems
AI Specialist,107723,Senior,Full-time,South Korea,Hybrid,"R, Python, Statistics, Spark, GCP",Associate,5,Energy,Large(>250),13-04-2025,2025,Machine Intelligence Group
AI Architect,100120,Mid,Freelance,Denmark,Fully remote,"Python, Git, Spark",Associate,4,Technology,Small(<50),17-02-2024,2024,Neural Networks Co
AI Specialist,52959,Entry,Contract,Israel,Hybrid,"Python, Tableau, Git",Master,1,Retail,Small(<50),09-12-2024,2024,DataVision Ltd
ML Ops Engineer,88552,Entry,Contract,Germany,Hybrid,"MLOps, Tableau, SQL",PhD,0,Consulting,Large(>250),02-03-2025,2025,AI Innovations
AI Research Scientist,152649,Senior,Full-time,Switzerland,No remote,"Hadoop, Kubernetes, MLOps",Bachelor,6,Transportation,Small(<50),20-04-2025,2025,Cloud AI Solutions
Computer Vision Engineer,89988,Executive,Freelance,China,Fully remote,"TensorFlow, Spark, Data Visualization, SQL, Docker",Bachelor,19,Healthcare,Large(>250),31-12-2024,2024,Algorithmic Solutions
Principal Data Scientist,91107,Mid,Part-time,United States,No remote,"R, Data Visualization, Linux",PhD,4,Retail,Small(<50),05-04-2025,2025,Digital Transformation LLC
AI Software Engineer,144476,Mid,Full-time,United States,Fully remote,"Python, SQL, Tableau, Git, Java",Master,2,Manufacturing,Large(>250),04-11-2024,2024,Advanced Robotics
Data Engineer,161347,Senior,Part-time,Switzerland,No remote,"Data Visualization, Spark, PyTorch, Git, Statistics",Bachelor,6,Telecommunications,Mid(50-250),24-11-2024,2024,DataVision Ltd
Principal Data Scientist,140235,Executive,Full-time,Australia,Fully remote,"Computer Vision, PyTorch, Tableau",Master,11,Energy,Mid(50-250),27-05-2024,2024,Algorithmic Solutions
Data Analyst,148219,Executive,Contract,Sweden,Fully remote,"Java, Azure, Tableau, Python",Associate,16,Manufacturing,Small(<50),26-10-2024,2024,Smart Analytics
AI Architect,105601,Senior,Full-time,Singapore,Fully remote,"Git, Python, Hadoop",Master,7,Media,Small(<50),23-01-2024,2024,AI Innovations
AI Architect,64809,Entry,Contract,Japan,No remote,"Docker, R, NLP",Bachelor,1,Technology,Large(>250),14-01-2025,2025,Algorithmic Solutions
Machine Learning Researcher,78106,Entry,Full-time,Austria,Hybrid,"Spark, PyTorch, R, Computer Vision",Master,1,Consulting,Large(>250),25-04-2025,2025,Advanced Robotics
Data Analyst,60250,Entry,Freelance,Singapore,Fully remote,"SQL, Scala, Kubernetes, Deep Learning",PhD,1,Retail,Mid(50-250),01-04-2025,2025,Cloud AI Solutions
Machine Learning Researcher,54773,Entry,Contract,United Kingdom,Fully remote,"SQL, TensorFlow, Computer Vision, Statistics",Bachelor,0,Automotive,Small(<50),22-02-2024,2024,TechCorp Inc
Machine Learning Researcher,111174,Entry,Freelance,Denmark,Hybrid,"Data Visualization, Hadoop, Python, R",Master,0,Automotive,Large(>250),12-08-2024,2024,Cognitive Computing
AI Software Engineer,67798,Entry,Part-time,Canada,Fully remote,"PyTorch, Python, Docker, Mathematics, SQL",Master,1,Finance,Large(>250),10-03-2024,2024,Autonomous Tech
AI Specialist,124429,Senior,Full-time,Sweden,Hybrid,"Python, Data Visualization, SQL, Computer Vision, Hadoop",Associate,5,Finance,Mid(50-250),02-11-2024,2024,DeepTech Ventures
Deep Learning Engineer,61446,Entry,Part-time,Austria,Hybrid,"Statistics, Git, MLOps, GCP",PhD,0,Real Estate,Small(<50),06-09-2024,2024,AI Innovations
Research Scientist,166025,Executive,Contract,Germany,No remote,"Hadoop, Kubernetes, Git, PyTorch, Linux",PhD,14,Finance,Small(<50),11-08-2024,2024,Cognitive Computing
Deep Learning Engineer,200365,Executive,Contract,Australia,Fully remote,"Java, SQL, Data Visualization",Bachelor,10,Energy,Mid(50-250),02-02-2024,2024,Cognitive Computing
AI Consultant,68661,Entry,Contract,Denmark,No remote,"Python, Git, TensorFlow, Computer Vision",Master,0,Education,Mid(50-250),26-03-2025,2025,Cognitive Computing
Research Scientist,128591,Mid,Contract,United States,Hybrid,"MLOps, Docker, Data Visualization, PyTorch",Bachelor,2,Government,Large(>250),15-06-2024,2024,Predictive Systems
Machine Learning Researcher,90540,Mid,Full-time,Norway,Fully remote,"Data Visualization, R, Python, TensorFlow",Associate,2,Education,Small(<50),11-11-2024,2024,Quantum Computing Inc
AI Software Engineer,98359,Mid,Freelance,United States,Fully remote,"Git, AWS, Hadoop, R",Associate,2,Real Estate,Mid(50-250),13-10-2024,2024,Cognitive Computing
Deep Learning Engineer,60172,Entry,Full-time,Finland,Hybrid,"Python, Azure, Tableau",Associate,1,Automotive,Mid(50-250),17-01-2024,2024,Cloud AI Solutions
Data Engineer,59702,Mid,Contract,South Korea,No remote,"Statistics, Data Visualization, AWS, Mathematics, Python",Bachelor,4,Real Estate,Small(<50),30-06-2024,2024,AI Innovations
Research Scientist,231158,Executive,Contract,United States,No remote,"GCP, Java, Hadoop, Scala",Associate,11,Government,Mid(50-250),01-09-2024,2024,Cognitive Computing
Principal Data Scientist,56253,Entry,Part-time,France,No remote,"Tableau, Git, PyTorch, TensorFlow",Associate,1,Real Estate,Small(<50),26-08-2024,2024,Autonomous Tech
AI Product Manager,66100,Entry,Part-time,Ireland,Fully remote,"Deep Learning, Python, Tableau, Hadoop",Master,1,Government,Small(<50),23-09-2024,2024,AI Innovations
AI Software Engineer,43269,Mid,Full-time,China,Fully remote,"SQL, MLOps, PyTorch, Statistics, Python",Associate,3,Finance,Mid(50-250),20-09-2024,2024,DeepTech Ventures
AI Software Engineer,87445,Entry,Part-time,Singapore,No remote,"Scala, Python, TensorFlow, AWS, Mathematics",Associate,0,Consulting,Large(>250),13-01-2025,2025,Cloud AI Solutions
Deep Learning Engineer,125861,Senior,Freelance,Netherlands,No remote,"AWS, Java, Python",Bachelor,9,Technology,Large(>250),15-02-2025,2025,Machine Intelligence Group
AI Specialist,218971,Executive,Part-time,United Kingdom,No remote,"PyTorch, Hadoop, Kubernetes, Azure",Master,14,Telecommunications,Small(<50),27-08-2024,2024,AI Innovations
AI Software Engineer,192168,Executive,Freelance,Ireland,Fully remote,"SQL, Azure, Kubernetes, GCP, NLP",Master,13,Finance,Large(>250),18-08-2024,2024,Quantum Computing Inc
AI Product Manager,159792,Executive,Freelance,Austria,Fully remote,"R, NLP, Data Visualization, Kubernetes",PhD,19,Healthcare,Mid(50-250),01-07-2024,2024,AI Innovations
Autonomous Systems Engineer,228879,Executive,Full-time,Germany,Fully remote,"Tableau, Java, Python",Master,13,Real Estate,Large(>250),20-12-2024,2024,Machine Intelligence Group
AI Product Manager,213850,Executive,Full-time,United Kingdom,Hybrid,"Python, Docker, Hadoop, Statistics",Associate,13,Real Estate,Small(<50),05-12-2024,2024,Digital Transformation LLC
Machine Learning Engineer,161935,Executive,Contract,Sweden,Hybrid,"AWS, Azure, Deep Learning, Python",Bachelor,14,Finance,Small(<50),12-01-2025,2025,AI Innovations
NLP Engineer,46071,Entry,Full-time,Finland,Hybrid,"Python, Kubernetes, R",Associate,1,Finance,Small(<50),11-09-2024,2024,AI Innovations
Head of AI,138140,Senior,Part-time,Singapore,No remote,"Python, Statistics, Mathematics",Associate,9,Technology,Mid(50-250),11-02-2024,2024,Advanced Robotics
NLP Engineer,40218,Mid,Full-time,India,No remote,"Deep Learning, Mathematics, Data Visualization",Master,2,Education,Large(>250),01-01-2024,2024,Future Systems
Robotics Engineer,69695,Entry,Contract,Canada,No remote,"Hadoop, Java, Scala, Azure",Associate,1,Media,Large(>250),03-06-2024,2024,Autonomous Tech
Machine Learning Researcher,87123,Mid,Part-time,Germany,Fully remote,"Scala, Data Visualization, Statistics",Associate,4,Energy,Large(>250),20-03-2025,2025,Cloud AI Solutions
Data Engineer,88198,Mid,Part-time,Israel,Fully remote,"Spark, PyTorch, Tableau",PhD,3,Energy,Small(<50),22-01-2025,2025,Smart Analytics
AI Product Manager,64179,Entry,Part-time,Sweden,Fully remote,"Java, Git, AWS, Linux, Computer Vision",Associate,0,Consulting,Small(<50),13-07-2024,2024,DataVision Ltd
ML Ops Engineer,85336,Mid,Contract,Ireland,Fully remote,"Kubernetes, TensorFlow, Tableau, MLOps, Data Visualization",Master,4,Manufacturing,Mid(50-250),05-11-2024,2024,TechCorp Inc
Head of AI,83626,Mid,Freelance,Australia,No remote,"Linux, Kubernetes, Scala, Java",PhD,2,Government,Large(>250),28-03-2025,2025,Future Systems
AI Product Manager,103151,Mid,Part-time,United States,Hybrid,"Data Visualization, Scala, Tableau",PhD,4,Gaming,Large(>250),10-11-2024,2024,Quantum Computing Inc
Principal Data Scientist,71248,Mid,Contract,South Korea,No remote,"Data Visualization, Tableau, SQL, NLP, Python",PhD,3,Real Estate,Large(>250),01-03-2025,2025,Advanced Robotics
Data Scientist,85197,Entry,Freelance,Ireland,No remote,"Docker, Git, Data Visualization",PhD,1,Energy,Large(>250),26-07-2024,2024,TechCorp Inc
AI Consultant,48680,Entry,Freelance,South Korea,No remote,"Hadoop, Computer Vision, AWS, PyTorch",Associate,0,Retail,Small(<50),05-10-2024,2024,Quantum Computing Inc
Head of AI,104442,Entry,Freelance,Norway,Hybrid,"Hadoop, R, SQL, MLOps, NLP",PhD,0,Manufacturing,Mid(50-250),21-03-2025,2025,Algorithmic Solutions
AI Software Engineer,108808,Senior,Full-time,Germany,Hybrid,"Data Visualization, PyTorch, Scala, AWS",Bachelor,7,Energy,Mid(50-250),29-11-2024,2024,DeepTech Ventures
Head of AI,222268,Executive,Contract,France,No remote,"Azure, Kubernetes, Statistics",Associate,12,Automotive,Large(>250),20-11-2024,2024,TechCorp Inc
AI Research Scientist,69400,Mid,Contract,Finland,No remote,"Deep Learning, Data Visualization, Tableau, Spark, Computer Vision",PhD,2,Real Estate,Mid(50-250),27-04-2024,2024,Smart Analytics
ML Ops Engineer,146017,Executive,Contract,Japan,No remote,"Linux, Deep Learning, SQL",PhD,17,Gaming,Small(<50),07-02-2024,2024,Advanced Robotics
AI Architect,128715,Senior,Contract,Singapore,Hybrid,"Python, Deep Learning, Java, SQL",Bachelor,7,Technology,Mid(50-250),05-11-2024,2024,Smart Analytics
Principal Data Scientist,291772,Executive,Part-time,Switzerland,Hybrid,"Kubernetes, Docker, SQL, Tableau",Associate,15,Telecommunications,Mid(50-250),02-01-2024,2024,Future Systems
Robotics Engineer,88229,Senior,Full-time,South Korea,Hybrid,"Docker, Azure, Mathematics, Java",Associate,5,Telecommunications,Mid(50-250),12-03-2024,2024,Cognitive Computing
Head of AI,125238,Senior,Part-time,Australia,No remote,"Deep Learning, AWS, R, Python",Master,5,Gaming,Small(<50),16-01-2024,2024,Digital Transformation LLC
Autonomous Systems Engineer,59375,Entry,Freelance,Finland,No remote,"R, Tableau, Scala",Bachelor,0,Technology,Small(<50),20-11-2024,2024,Advanced Robotics
Computer Vision Engineer,200898,Executive,Freelance,Sweden,Fully remote,"MLOps, Git, SQL",Bachelor,16,Automotive,Large(>250),11-10-2024,2024,Advanced Robotics
AI Architect,70777,Executive,Contract,India,No remote,"Linux, Hadoop, Kubernetes",Associate,18,Retail,Large(>250),07-10-2024,2024,DataVision Ltd
Head of AI,174280,Executive,Part-time,United Kingdom,No remote,"Git, GCP, MLOps, Python, Azure",PhD,11,Real Estate,Mid(50-250),06-10-2024,2024,DataVision Ltd
Autonomous Systems Engineer,83034,Mid,Freelance,Canada,Hybrid,"Azure, PyTorch, Scala, Git, TensorFlow",Bachelor,3,Real Estate,Mid(50-250),07-01-2025,2025,Autonomous Tech
Machine Learning Engineer,80523,Mid,Full-time,South Korea,Fully remote,"Statistics, PyTorch, NLP, Azure",Master,3,Real Estate,Large(>250),06-04-2025,2025,Quantum Computing Inc
Machine Learning Engineer,85363,Entry,Contract,Sweden,Hybrid,"Python, SQL, Linux, GCP, Hadoop",Bachelor,0,Media,Large(>250),19-03-2024,2024,Machine Intelligence Group
NLP Engineer,84635,Entry,Contract,Denmark,No remote,"Tableau, SQL, Scala",PhD,1,Retail,Mid(50-250),02-04-2024,2024,Machine Intelligence Group
AI Research Scientist,92637,Senior,Part-time,Germany,No remote,"GCP, Mathematics, Git, SQL",Associate,7,Real Estate,Small(<50),31-10-2024,2024,AI Innovations
AI Research Scientist,135123,Senior,Full-time,Singapore,No remote,"MLOps, Spark, Deep Learning, AWS, R",Associate,7,Telecommunications,Small(<50),25-08-2024,2024,Future Systems
Principal Data Scientist,73693,Executive,Contract,China,Hybrid,"R, Deep Learning, Statistics, Python, TensorFlow",Associate,13,Healthcare,Small(<50),01-01-2024,2024,Cloud AI Solutions
AI Specialist,62151,Senior,Freelance,China,Fully remote,"TensorFlow, Python, Java",Bachelor,6,Government,Mid(50-250),16-03-2024,2024,AI Innovations
Data Engineer,107829,Mid,Freelance,Switzerland,No remote,"Spark, TensorFlow, Python, Git",Bachelor,3,Government,Small(<50),27-07-2024,2024,Cloud AI Solutions
Robotics Engineer,149913,Senior,Full-time,United Kingdom,Fully remote,"Kubernetes, SQL, Statistics, MLOps, Azure",Associate,8,Manufacturing,Mid(50-250),15-12-2024,2024,Neural Networks Co
Head of AI,147367,Senior,Part-time,United States,Hybrid,"Data Visualization, Scala, AWS, Computer Vision, SQL",Bachelor,9,Automotive,Mid(50-250),13-04-2025,2025,Cloud AI Solutions
Research Scientist,143496,Executive,Full-time,Finland,Hybrid,"Linux, Kubernetes, Docker, Tableau",PhD,15,Consulting,Mid(50-250),29-01-2024,2024,Machine Intelligence Group
AI Architect,265331,Executive,Full-time,Norway,Hybrid,"Deep Learning, Hadoop, R, SQL, NLP",Master,10,Healthcare,Large(>250),25-05-2024,2024,Quantum Computing Inc
AI Product Manager,72261,Entry,Part-time,Germany,No remote,"Data Visualization, Python, Hadoop, Linux, Java",Associate,1,Manufacturing,Small(<50),18-06-2024,2024,DataVision Ltd
AI Specialist,255237,Executive,Contract,Switzerland,Hybrid,"Azure, TensorFlow, Tableau, Data Visualization, GCP",Bachelor,12,Gaming,Small(<50),16-02-2024,2024,TechCorp Inc
AI Specialist,61670,Entry,Part-time,Ireland,No remote,"Kubernetes, Python, Spark, Data Visualization",Associate,1,Retail,Mid(50-250),05-10-2024,2024,Smart Analytics
AI Product Manager,92113,Mid,Part-time,Ireland,Hybrid,"Azure, Python, Data Visualization, Java, GCP",Master,3,Automotive,Mid(50-250),05-05-2024,2024,Neural Networks Co
Head of AI,291884,Executive,Part-time,Germany,Fully remote,"Data Visualization, Mathematics, SQL",Bachelor,17,Consulting,Large(>250),13-01-2025,2025,Advanced Robotics
Autonomous Systems Engineer,180243,Executive,Part-time,Japan,No remote,"AWS, Hadoop, Java",Bachelor,18,Retail,Large(>250),20-01-2025,2025,DeepTech Ventures
AI Product Manager,57135,Executive,Contract,India,No remote,"PyTorch, Git, Data Visualization, Scala, Hadoop",Bachelor,10,Automotive,Mid(50-250),07-02-2025,2025,Autonomous Tech
Deep Learning Engineer,109488,Senior,Full-time,Singapore,Fully remote,"Linux, SQL, NLP",Bachelor,7,Healthcare,Small(<50),13-05-2024,2024,Algorithmic Solutions
Head of AI,124520,Mid,Full-time,Denmark,No remote,"Git, AWS, Kubernetes",Associate,4,Media,Small(<50),09-03-2024,2024,DataVision Ltd
Deep Learning Engineer,127767,Mid,Contract,United States,Hybrid,"Spark, GCP, PyTorch, Mathematics",Associate,4,Transportation,Mid(50-250),01-05-2024,2024,Autonomous Tech
Robotics Engineer,80406,Mid,Full-time,Sweden,No remote,"MLOps, Azure, Deep Learning",PhD,3,Media,Mid(50-250),01-11-2024,2024,Predictive Systems
AI Consultant,82023,Mid,Contract,Canada,Hybrid,"Linux, Python, TensorFlow, PyTorch",Associate,4,Media,Large(>250),14-04-2024,2024,TechCorp Inc
Research Scientist,128543,Senior,Contract,Singapore,Hybrid,"Python, Spark, PyTorch, Kubernetes",Master,8,Energy,Mid(50-250),05-08-2024,2024,Advanced Robotics
Deep Learning Engineer,75558,Mid,Part-time,Sweden,Fully remote,"Spark, Python, SQL, GCP",Associate,2,Transportation,Mid(50-250),21-12-2024,2024,Quantum Computing Inc
NLP Engineer,72192,Entry,Part-time,United Kingdom,Hybrid,"Kubernetes, Java, Hadoop",Master,0,Manufacturing,Mid(50-250),08-09-2024,2024,Cognitive Computing
Data Scientist,68382,Entry,Part-time,Germany,No remote,"Deep Learning, Git, Java, SQL",PhD,1,Automotive,Small(<50),23-03-2024,2024,Digital Transformation LLC
Machine Learning Engineer,37162,Senior,Full-time,India,Fully remote,"Scala, Mathematics, Deep Learning",Master,5,Retail,Small(<50),14-12-2024,2024,Algorithmic Solutions
Data Engineer,90745,Mid,Contract,Netherlands,Hybrid,"Tableau, SQL, Scala, PyTorch, Python",Master,2,Automotive,Small(<50),28-08-2024,2024,AI Innovations
Data Engineer,68389,Entry,Contract,Finland,Hybrid,"Hadoop, Python, TensorFlow",Bachelor,1,Automotive,Mid(50-250),27-05-2024,2024,Machine Intelligence Group
Deep Learning Engineer,52150,Executive,Contract,India,Hybrid,"PyTorch, MLOps, SQL",Master,16,Telecommunications,Small(<50),15-02-2024,2024,AI Innovations
Machine Learning Engineer,70856,Mid,Contract,Israel,No remote,"Kubernetes, Git, Spark, Scala",Bachelor,2,Manufacturing,Mid(50-250),08-03-2024,2024,Cognitive Computing
AI Product Manager,70901,Entry,Full-time,Sweden,No remote,"AWS, Python, Git, Deep Learning, TensorFlow",Bachelor,0,Education,Large(>250),22-03-2024,2024,Cloud AI Solutions
Machine Learning Engineer,18392,Entry,Contract,India,Fully remote,"Spark, Git, R, Java",PhD,0,Manufacturing,Small(<50),18-02-2024,2024,Machine Intelligence Group
Machine Learning Engineer,72083,Mid,Contract,United Kingdom,Fully remote,"Scala, Git, Kubernetes, SQL, AWS",Master,4,Energy,Small(<50),27-02-2024,2024,Advanced Robotics
Data Engineer,80363,Entry,Freelance,Netherlands,No remote,"Computer Vision, Spark, Deep Learning, SQL",Bachelor,1,Education,Mid(50-250),30-04-2025,2025,Future Systems
Deep Learning Engineer,81508,Executive,Part-time,India,Hybrid,"Hadoop, NLP, Deep Learning, Tableau, Kubernetes",Master,10,Healthcare,Large(>250),16-07-2024,2024,Cognitive Computing
Computer Vision Engineer,58680,Entry,Full-time,Canada,Fully remote,"Docker, Scala, SQL, Kubernetes",Bachelor,1,Real Estate,Mid(50-250),24-03-2025,2025,DeepTech Ventures
Deep Learning Engineer,127110,Senior,Part-time,Netherlands,Fully remote,"NLP, SQL, Linux, Git, GCP",PhD,6,Education,Large(>250),21-10-2024,2024,DataVision Ltd
Deep Learning Engineer,35777,Entry,Part-time,China,No remote,"Hadoop, Java, Data Visualization, NLP",Master,1,Consulting,Large(>250),04-02-2024,2024,Digital Transformation LLC
AI Architect,137961,Senior,Freelance,Netherlands,Fully remote,"Spark, Data Visualization, Kubernetes",Master,7,Finance,Mid(50-250),23-02-2025,2025,Quantum Computing Inc
Data Analyst,93307,Entry,Freelance,Switzerland,Hybrid,"SQL, PyTorch, TensorFlow, Linux",Master,0,Manufacturing,Large(>250),30-03-2024,2024,Machine Intelligence Group
Autonomous Systems Engineer,90828,Entry,Freelance,Australia,Fully remote,"Git, MLOps, Data Visualization",Bachelor,0,Education,Large(>250),15-02-2024,2024,Cognitive Computing
Data Engineer,42637,Senior,Part-time,India,No remote,"SQL, PyTorch, Linux, Scala",PhD,8,Retail,Mid(50-250),27-07-2024,2024,DataVision Ltd
